"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SERPINE1",3.0585894099085e-19,-1.41045042773186,0.197,0.388,1.05662029754699e-14,"0","SERPINE1"
"PLXNA2",3.2397219427843e-19,-1.41228829602368,0.199,0.386,1.11919434235426e-14,"0","PLXNA2"
"SPATA12",3.75035698004829e-19,3.26467257396729,0.036,0.003,1.29559832232748e-14,"0","SPATA12"
"CDK14",3.97040471216815e-19,-2.34497160755174,0.073,0.25,1.37161601186561e-14,"0","CDK14"
"BAALC",4.22121591507674e-19,1.52690026274921,0.128,0.037,1.45826125002241e-14,"0","BAALC"
"C6orf141",5.73375206006942e-19,4.6402352900339,0.024,0.001,1.98078198667158e-14,"0","C6orf141"
"XIST",8.39365970175404e-19,-2.01802745094723,0.085,0.266,2.89967368056795e-14,"0","XIST"
"CCDC178",9.4742797649476e-19,2.13068221925215,0.068,0.012,3.2729846875988e-14,"0","CCDC178"
"RASA4",9.61713062305651e-19,2.22739779792628,0.06,0.01,3.3223339450411e-14,"0","RASA4"
"SGK1",9.63964500651853e-19,-3.0498882550451,0.021,0.183,3.33011176395189e-14,"0","SGK1"
"TM4SF1",1.12589785942505e-18,1.08196189321903,0.248,0.107,3.88952674516977e-14,"0","TM4SF1"
"JARID2",1.49361169930537e-18,1.03138773142633,0.252,0.109,5.15983097642033e-14,"0","JARID2"
"FBXL2",1.69086604571294e-18,1.89519861931451,0.085,0.019,5.84126584151991e-14,"0","FBXL2"
"SNCA",1.85137997931205e-18,1.85736341571744,0.098,0.025,6.39577727653142e-14,"0","SNCA"
"NRP1",1.87550411349564e-18,0.737827623095425,0.459,0.257,6.47911651048205e-14,"0","NRP1"
"DEPTOR",1.96958675157899e-18,2.67311973779332,0.051,0.007,6.80413439200478e-14,"0","DEPTOR"
"GPBP1L1",2.080478123852e-18,0.933431844277015,0.297,0.139,7.1872197266591e-14,"0","GPBP1L1"
"FNBP1L",2.39176997881601e-18,0.678994214825121,0.496,0.278,8.26260856881778e-14,"0","FNBP1L"
"SMURF2",2.40825195674171e-18,-1.33111796578368,0.22,0.399,8.3195472097599e-14,"0","SMURF2"
"GAS7",2.70647534261347e-18,2.03062482161981,0.094,0.023,9.34978971859251e-14,"0","GAS7"
"NRP2",3.18456210852293e-18,1.56150524365195,0.126,0.038,1.10013882601033e-13,"0","NRP2"
"EIF1B-AS1",3.27628877396809e-18,1.32719064607468,0.167,0.059,1.13182671985502e-13,"0","EIF1B-AS1"
"CHKA",3.28313348057691e-18,1.76521909370498,0.105,0.028,1.1341912922001e-13,"0","CHKA"
"TMCC3",3.36768537967218e-18,1.27265868844662,0.175,0.064,1.16340059126155e-13,"0","TMCC3"
"TSNAX",3.403377113915e-18,1.62305857606354,0.132,0.041,1.17573065777308e-13,"0","TSNAX"
"NR2F2-AS1",3.60531969282013e-18,1.49332188320355,0.132,0.041,1.24549374108164e-13,"0","NR2F2-AS1"
"BTNL9",4.88924214623872e-18,-1.26843074570584,0.188,0.379,1.68903759183963e-13,"0","BTNL9"
"EBF3",4.98883119561186e-18,3.96934227085298,0.03,0.002,1.72344162483607e-13,"0","EBF3"
"ACKR1",5.20046523432199e-18,1.71947815161364,0.115,0.033,1.79655271984888e-13,"0","ACKR1"
"ARHGEF7",5.9883781365828e-18,0.714653606770034,0.395,0.206,2.06874511106389e-13,"0","ARHGEF7"
"PLAC4",6.75516149902731e-18,2.26806930109579,0.058,0.009,2.33363809145398e-13,"0","PLAC4"
"ODF2L",7.92256779230088e-18,0.787275299769835,0.342,0.169,2.73693026952826e-13,"0","ODF2L"
"MYO18A",8.28052426333936e-18,1.22957849311436,0.177,0.066,2.86058991201321e-13,"0","MYO18A"
"HPGD",8.50530718778155e-18,-5.75030799681262,0.004,0.146,2.93824342109101e-13,"0","HPGD"
"MAGI1-AS1",9.49042356076436e-18,1.12365096653781,0.192,0.074,3.27856172330165e-13,"0","MAGI1-AS1"
"ADAMTS3",9.74215162193806e-18,1.58805872638256,0.096,0.024,3.36552369931472e-13,"0","ADAMTS3"
"SEMA6D",1.04363226053558e-17,2.36129299272237,0.071,0.014,3.60533200724623e-13,"0","SEMA6D"
"AC010531.5",1.25407056193455e-17,2.58373709905556,0.058,0.01,4.33231216325909e-13,"0","AC010531.5"
"AL137139.2",1.3454584822311e-17,-3.8133434893677,0.017,0.165,4.64802087271556e-13,"0","AL137139.2"
"B4GALT6",1.43393225471868e-17,2.54619005565769,0.064,0.012,4.95366236715115e-13,"0","B4GALT6"
"RAPGEF3",1.68215669831114e-17,1.41380452525246,0.152,0.052,5.81117852998566e-13,"0","RAPGEF3"
"SLF1",1.80471469248375e-17,1.30250454535612,0.156,0.054,6.23456737665436e-13,"0","SLF1"
"CHST15",2.01171086503198e-17,1.42387472720867,0.128,0.04,6.94965635433948e-13,"0","CHST15"
"CFI",2.07669923438218e-17,1.67113743242292,0.113,0.033,7.17416517509668e-13,"0","CFI"
"NCOA7-AS1",2.23353680316159e-17,2.1545112734271,0.073,0.015,7.71597624020204e-13,"0","NCOA7-AS1"
"TRPM6",2.34854720761614e-17,2.20535451777071,0.06,0.01,8.11329118343073e-13,"0","TRPM6"
"MALAT1",2.47516554339216e-17,-0.164891937682783,0.998,0.998,8.55070688620254e-13,"0","MALAT1"
"NDRG1",2.47731938103903e-17,0.852673753321236,0.361,0.191,8.55814753373742e-13,"0","NDRG1"
"FRMD4A",2.52087566613642e-17,0.865178447045729,0.331,0.166,8.70861707623489e-13,"0","FRMD4A"
"CMIP",2.53512972510652e-17,0.58693969455179,0.613,0.377,8.75785914835297e-13,"0","CMIP"
"KLHL14",2.93926988495197e-17,4.61448343266867,0.026,0.001,1.01540017445551e-12,"0","KLHL14"
"AC012409.2",3.28388359039101e-17,1.80759604984477,0.083,0.019,1.13445042513648e-12,"0","AC012409.2"
"MPDZ",3.30935213704502e-17,0.728788176274961,0.387,0.204,1.14324878926357e-12,"0","MPDZ"
"SLC38A2",3.4496827126756e-17,0.93366435018004,0.261,0.119,1.19172738992091e-12,"0","SLC38A2"
"AC007319.1",3.84574210998706e-17,0.526867669891751,0.741,0.495,1.32855006931613e-12,"0","AC007319.1"
"HLF",4.06974922183061e-17,3.36449297176309,0.03,0.002,1.4059355661736e-12,"0","HLF"
"TSPAN13",4.23251246152692e-17,1.7208794251107,0.092,0.023,1.46216375495909e-12,"0","TSPAN13"
"UTY",4.77182785927748e-17,0.805243494927005,0.318,0.156,1.648475652266e-12,"0","UTY"
"EVL",4.93228562803758e-17,1.12538437102175,0.231,0.101,1.70390739306186e-12,"0","EVL"
"PPP2R5A",5.24096315329543e-17,0.747778540730977,0.342,0.172,1.81054313093744e-12,"0","PPP2R5A"
"EPB41L2",5.94964176753492e-17,-1.53662692669118,0.145,0.32,2.05536324501262e-12,"0","EPB41L2"
"BZW2",6.47422513825507e-17,1.85251519919245,0.096,0.025,2.2365858162616e-12,"0","BZW2"
"KCNN3",7.88863924008289e-17,1.51547573951007,0.115,0.034,2.72520931187904e-12,"0","KCNN3"
"RNF216",9.05557138808469e-17,1.25723882011224,0.182,0.071,3.12833769172774e-12,"0","RNF216"
"ATP11A",9.48730080717192e-17,0.655295584167952,0.444,0.247,3.27748293684561e-12,"0","ATP11A"
"EGFR",1.00673749933996e-16,-1.91140601698381,0.079,0.246,3.47787536521981e-12,"0","EGFR"
"CNOT6L",1.10061128072809e-16,0.767386545950325,0.35,0.181,3.80217173040328e-12,"0","CNOT6L"
"ITGA9",1.23451011658462e-16,1.18303279549163,0.199,0.082,4.26473864875324e-12,"0","ITGA9"
"DISP1",1.36497439571286e-16,-2.93618894205749,0.038,0.187,4.71544054742965e-12,"0","DISP1"
"ABCA5",1.6334671524999e-16,1.59772181727168,0.103,0.029,5.64297562502616e-12,"0","ABCA5"
"VWCE",1.6528095845651e-16,3.34595177362135,0.032,0.003,5.7097959908386e-12,"0","VWCE"
"CPAMD8",1.67059300622804e-16,-3.54782772195003,0.017,0.158,5.7712305993154e-12,"0","CPAMD8"
"CHN1",1.68421791537951e-16,0.851638948226031,0.293,0.141,5.81829921047007e-12,"0","CHN1"
"NEDD4L",1.75558676498542e-16,-1.97673091561102,0.107,0.269,6.06485003831865e-12,"0","NEDD4L"
"RAI14",1.99018145893906e-16,0.609330176791279,0.506,0.296,6.87528086805086e-12,"0","RAI14"
"UBE2E2",2.12853410217171e-16,0.71380900293108,0.402,0.218,7.3532339093624e-12,"0","UBE2E2"
"RANBP9",2.56413169943562e-16,1.13968319189183,0.205,0.087,8.85804936887029e-12,"0","RANBP9"
"RNF217",3.15339880055959e-16,1.01743393597007,0.203,0.084,1.08937314964132e-11,"0","RNF217"
"SHOC1",3.33509448326474e-16,1.00161984271249,0.231,0.102,1.15214174018864e-11,"0","SHOC1"
"GNG12-AS1",3.43264594589454e-16,1.62814962669792,0.09,0.023,1.18584186846873e-11,"0","GNG12-AS1"
"CAMK2D",3.47766966681634e-16,0.614164907042891,0.515,0.31,1.20139576309837e-11,"0","CAMK2D"
"EPB41L4A",5.07215199642695e-16,0.504502669344882,0.669,0.42,1.75222562868566e-11,"0","EPB41L4A"
"WARS",5.13346247121766e-16,-2.02851090159924,0.085,0.244,1.77340594530685e-11,"0","WARS"
"SLC6A4",7.02729985397519e-16,-6.4359341811671,0.002,0.128,2.42765100755427e-11,"0","SLC6A4"
"NASP",7.27388366051666e-16,0.834648610749327,0.25,0.113,2.51283584936209e-11,"0","NASP"
"NAV3",7.34126685400684e-16,0.664444776027359,0.372,0.197,2.5361140473852e-11,"0","NAV3"
"ZNF331",7.77633393599582e-16,-2.59163311351413,0.045,0.192,2.68641232152911e-11,"0","ZNF331"
"FKBP5",7.85388127318902e-16,-0.843302151462912,0.425,0.542,2.71320182463588e-11,"0","FKBP5"
"ARHGEF10",8.17196872938351e-16,-1.35388803154729,0.203,0.363,2.82308831725283e-11,"0","ARHGEF10"
"DHX32",9.5121780882325e-16,1.4418234876733,0.124,0.04,3.2860770423608e-11,"0","DHX32"
"LDLRAD4",9.84638318035051e-16,0.627786721773163,0.447,0.25,3.40153153348389e-11,"0","LDLRAD4"
"HOXD3",1.03293590172372e-15,2.63200588518811,0.038,0.005,3.56838036609477e-11,"0","HOXD3"
"RYR3",1.11720049853445e-15,1.96790904996396,0.081,0.02,3.85948084223712e-11,"0","RYR3"
"MID1",1.23236659900173e-15,1.06372554506156,0.199,0.083,4.25733365291136e-11,"0","MID1"
"ST5",1.24946319694124e-15,-3.24571726453751,0.03,0.168,4.3163955601532e-11,"0","ST5"
"SLC38A1",1.4003473149641e-15,1.86176567818918,0.077,0.018,4.83763983427496e-11,"0","SLC38A1"
"ECHDC2",1.41196658322816e-15,2.24446353326691,0.062,0.012,4.87777975842001e-11,"0","ECHDC2"
"GABPB1-AS1",1.7162532718349e-15,1.30847730442443,0.122,0.039,5.92896855288084e-11,"0","GABPB1-AS1"
"SPATA13",1.78394595405701e-15,-1.649754277647,0.128,0.288,6.16281969288536e-11,"0","SPATA13"
"NIBAN1",2.03876774929259e-15,1.36682506480982,0.143,0.052,7.04312706670617e-11,"0","NIBAN1"
"PIP4K2A",2.20093946926367e-15,0.61619426134974,0.491,0.296,7.60336549051827e-11,"0","PIP4K2A"
"SYN3",2.37750213928338e-15,-1.31230524276052,0.169,0.335,8.21331889036836e-11,"0","SYN3"
"TSIX",2.53686637537406e-15,-1.86760631185757,0.081,0.237,8.76385858036722e-11,"0","TSIX"
"UVRAG",2.83695051950239e-15,0.571908806638223,0.502,0.298,9.80052926467296e-11,"0","UVRAG"
"MEIS1",2.84091900142329e-15,-1.35283081231181,0.16,0.325,9.81423878231689e-11,"0","MEIS1"
"WWTR1",3.16881538063478e-15,0.471727062803988,0.697,0.451,1.09469896139409e-10,"0","WWTR1"
"CYYR1",3.20489919395971e-15,0.805943622237131,0.284,0.139,1.10716447554532e-10,"0","CYYR1"
"GOLGA8B",3.59332834288099e-15,1.95463223340229,0.079,0.02,1.24135120933167e-10,"0","GOLGA8B"
"AC090578.1",6.57306120102149e-15,2.43924121720966,0.045,0.007,2.27072972250488e-10,"0","AC090578.1"
"FZD6",6.68498969771666e-15,1.33784107863474,0.128,0.044,2.3093965409732e-10,"0","FZD6"
"AL365295.1",7.06842703894808e-15,1.1131812860811,0.171,0.069,2.441858804875e-10,"0","AL365295.1"
"ANKRD55",7.89267112951807e-15,2.33258256368236,0.049,0.008,2.72660216840331e-10,"0","ANKRD55"
"BRWD1",8.10157363054358e-15,0.638249215909272,0.402,0.223,2.79876962640758e-10,"0","BRWD1"
"LRRK1",8.45431771757167e-15,1.91628078807421,0.079,0.02,2.92062859871231e-10,"0","LRRK1"
"TBCD",8.8036724081759e-15,0.65258853486227,0.397,0.222,3.04131667012845e-10,"0","TBCD"
"RBPMS",9.66588811190283e-15,0.653357509129548,0.408,0.231,3.33917770713795e-10,"0","RBPMS"
"TRIM27",1.06195514882088e-14,1.49744403009233,0.118,0.039,3.66863025711661e-10,"0","TRIM27"
"CCDC50",1.21193884611173e-14,0.745191531550409,0.327,0.173,4.18676393777757e-10,"0","CCDC50"
"B2M",1.23132488372112e-14,-2.32393570646761,0.062,0.204,4.25373494330298e-10,"0","B2M"
"PRR5L",1.61548231591446e-14,2.11744536217979,0.058,0.012,5.58084520855811e-10,"0","PRR5L"
"HSPB1",1.8791624621537e-14,0.747964413354057,0.239,0.11,6.49175464175619e-10,"0","HSPB1"
"PRAG1",2.09521188786328e-14,2.31134029486666,0.051,0.009,7.23811898781248e-10,"0","PRAG1"
"NARF",2.13148246213751e-14,1.31021652475698,0.135,0.049,7.36341931370023e-10,"0","NARF"
"PELI2",2.21089726126909e-14,0.698717058576747,0.274,0.133,7.6377656787802e-10,"0","PELI2"
"ADAM22",2.47268020219097e-14,2.58158551443588,0.041,0.006,8.54212102648892e-10,"0","ADAM22"
"PCCA",2.63108419184244e-14,0.623365405308111,0.436,0.255,9.08934344913889e-10,"0","PCCA"
"TTC7A",2.63157671341019e-14,1.5097660082669,0.115,0.039,9.09104491414683e-10,"0","TTC7A"
"KAT2A",2.68011994282714e-14,1.70136635790693,0.073,0.018,9.25874235449065e-10,"0","KAT2A"
"KIAA1217",2.80018109923292e-14,-0.867978322343232,0.397,0.513,9.67350562541006e-10,"0","KIAA1217"
"RNF145",2.87740132487341e-14,0.837815449468812,0.291,0.151,9.94027061690768e-10,"0","RNF145"
"USP9Y",3.13082077035652e-14,0.732613973047324,0.212,0.093,1.08157334332736e-09,"0","USP9Y"
"NID1",3.71084871055834e-14,1.37470813701915,0.107,0.034,1.28194979554948e-09,"0","NID1"
"CPED1",3.91592978129865e-14,1.74505374820498,0.073,0.018,1.35279710224743e-09,"0","CPED1"
"NRXN3",4.53138251319146e-14,-3.31941888071997,0.017,0.139,1.56541140300712e-09,"0","NRXN3"
"MT-CO2",4.98408641883656e-14,0.839729288481382,0.194,0.084,1.72180249425128e-09,"0","MT-CO2"
"ZNF638",5.01878353207251e-14,0.549167730142594,0.532,0.334,1.73378895898977e-09,"0","ZNF638"
"ZNF608",5.03965890211163e-14,0.727630032676502,0.335,0.181,1.74100056432348e-09,"0","ZNF608"
"PFKP",5.34119071233399e-14,1.51305589138923,0.083,0.023,1.8451677434829e-09,"0","PFKP"
"ERRFI1",5.52328638324021e-14,1.1189991778663,0.173,0.072,1.90807451395416e-09,"0","ERRFI1"
"LINC01876",6.1406348370389e-14,1.33851845400661,0.12,0.041,2.12134371080346e-09,"0","LINC01876"
"ABCG2",6.73935892051985e-14,1.63283529050028,0.081,0.022,2.32817893268279e-09,"0","ABCG2"
"DKK2",6.96823633660695e-14,-9.9382568597746,0,0.108,2.40724692484424e-09,"0","DKK2"
"AC090579.1",7.15185058027174e-14,2.98858852386969,0.034,0.004,2.47067830146067e-09,"0","AC090579.1"
"NFIB",7.49967321875773e-14,0.44742147474996,0.765,0.533,2.59083711015204e-09,"0","NFIB"
"SAMD12",7.73784728314734e-14,-1.07970319760986,0.256,0.4,2.67311672243608e-09,"0","SAMD12"
"IVNS1ABP",7.84891032812283e-14,1.08134688553426,0.175,0.074,2.71148456195331e-09,"0","IVNS1ABP"
"TMEM178B",8.30432784390469e-14,1.49123841300196,0.098,0.03,2.86881309695531e-09,"0","TMEM178B"
"AL590652.1",8.72261997951174e-14,2.31283530508182,0.036,0.005,3.01331629812212e-09,"0","AL590652.1"
"TBC1D30",8.84977803869599e-14,1.47547858508736,0.09,0.026,3.05724432124792e-09,"0","TBC1D30"
"WWP1",9.63223583887474e-14,0.698253835452574,0.312,0.164,3.32755219289767e-09,"0","WWP1"
"RDX",1.07427766151396e-13,0.590333582240826,0.466,0.283,3.71119960946613e-09,"0","RDX"
"TBC1D4",1.08163585205909e-13,0.86980682824054,0.199,0.088,3.73661921452335e-09,"0","TBC1D4"
"CSGALNACT1",1.09373728792708e-13,0.536005415832347,0.37,0.198,3.7784248348729e-09,"0","CSGALNACT1"
"FGGY",1.37684396453483e-13,1.07027494077491,0.156,0.062,4.75644515988201e-09,"0","FGGY"
"RASSF9",1.415490756367e-13,2.2784398943713,0.049,0.009,4.88995436694544e-09,"0","RASSF9"
"DNASE1L3",1.42335028942937e-13,1.75969879603273,0.064,0.015,4.91710590986271e-09,"0","DNASE1L3"
"CREB5",1.58215387236932e-13,-2.9921670239283,0.038,0.163,5.46570876748707e-09,"0","CREB5"
"TXNL1",1.66777165095792e-13,1.01544818895504,0.147,0.057,5.76148394539921e-09,"0","TXNL1"
"MEOX1",1.76632942289482e-13,3.62654435751662,0.024,0.002,6.10196162433243e-09,"0","MEOX1"
"AC005291.1",1.773401176689e-13,5.97021603786303,0.015,0,6.12639170498981e-09,"0","AC005291.1"
"IL1RL1",2.38589631279662e-13,-6.06376989351338,0.002,0.108,8.24231740218719e-09,"0","IL1RL1"
"UBC",2.98507326764127e-13,0.708414214483853,0.306,0.163,1.03122341103935e-08,"0","UBC"
"FAM114A2",3.20918548988356e-13,1.37464171630947,0.105,0.035,1.10864521933517e-08,"0","FAM114A2"
"DLG1",3.22802286842293e-13,0.696163459006697,0.34,0.189,1.11515278012538e-08,"0","DLG1"
"MAP3K7CL",3.40096923834083e-13,1.70336335126049,0.075,0.02,1.17489883307722e-08,"0","MAP3K7CL"
"AC004160.1",3.72314421116658e-13,1.25977344357662,0.115,0.04,1.28619739918961e-08,"0","AC004160.1"
"GYPE",4.13600181401562e-13,9.29381212155484,0.011,0,1.42882318666984e-08,"0","GYPE"
"EML4",4.31461921910456e-13,1.02446107182244,0.173,0.074,1.49052835543186e-08,"0","EML4"
"CMSS1",4.70725196166062e-13,0.941709548910547,0.254,0.131,1.62616726267528e-08,"0","CMSS1"
"AP001011.1",4.80964604827089e-13,0.75629648833945,0.291,0.154,1.66154032383566e-08,"0","AP001011.1"
"PAPSS2",4.8313066588966e-13,-1.27934778648941,0.171,0.317,1.66902319838242e-08,"0","PAPSS2"
"ITGA1",5.40633780431411e-13,-1.31149426144208,0.199,0.335,1.86767345787835e-08,"0","ITGA1"
"DYM",5.76286686492948e-13,0.628549430032518,0.41,0.248,1.99083998715854e-08,"0","DYM"
"AOPEP",6.32540558277613e-13,0.619052705816256,0.415,0.247,2.18517461262584e-08,"0","AOPEP"
"CADM3-AS1",6.8388436222558e-13,1.15771938719712,0.096,0.03,2.36254691774449e-08,"0","CADM3-AS1"
"YPEL2",6.98261412985848e-13,1.03509937007566,0.182,0.081,2.41221387730091e-08,"0","YPEL2"
"TOX2",7.40684065812835e-13,-1.49283988351281,0.115,0.258,2.55876717375702e-08,"0","TOX2"
"PDLIM5",7.46456988023204e-13,0.528354877647629,0.515,0.329,2.57871031082496e-08,"0","PDLIM5"
"SEC24B",7.82742452305088e-13,0.589910009163677,0.353,0.197,2.70406207573316e-08,"0","SEC24B"
"IL33",8.71328461739261e-13,0.840614367283952,0.231,0.113,3.01009130392445e-08,"0","IL33"
"AC010261.2",9.18907198192417e-13,1.54500866988041,0.105,0.036,3.17445680687552e-08,"0","AC010261.2"
"CHSY1",9.90346231992752e-13,0.576899139181998,0.402,0.235,3.42125009304216e-08,"0","CHSY1"
"AC002451.1",9.92079445839315e-13,1.04734551240471,0.124,0.045,3.4272376535965e-08,"0","AC002451.1"
"TTTY14",1.0497414625769e-12,0.726480829109793,0.224,0.107,3.62643685661816e-08,"0","TTTY14"
"RASA2",1.18182093712654e-12,0.689633978439365,0.316,0.173,4.08271860939734e-08,"0","RASA2"
"SCNN1B",1.19021770182085e-12,1.89555090554174,0.06,0.014,4.11172607271031e-08,"0","SCNN1B"
"MYCBP2",1.24698812597144e-12,0.512230401205429,0.502,0.314,4.30784517998095e-08,"0","MYCBP2"
"MCUB",1.24877840511973e-12,1.79089032222069,0.092,0.029,4.31402987832663e-08,"0","MCUB"
"PRNCR1",1.29558483504706e-12,2.14026583049675,0.043,0.008,4.47572737115359e-08,"0","PRNCR1"
"PSMA1",1.42570164994852e-12,-2.46954840337141,0.041,0.161,4.92522891991214e-08,"0","PSMA1"
"AC093157.1",1.49386457175003e-12,1.37723468067549,0.096,0.031,5.16070454956764e-08,"0","AC093157.1"
"GALNT10",1.63872731623505e-12,0.995852108995417,0.186,0.085,5.66114738666561e-08,"0","GALNT10"
"GAS5",1.73745935477931e-12,1.19885729676829,0.139,0.056,6.0022270870206e-08,"0","GAS5"
"AFAP1",1.89251555338928e-12,0.850405317083323,0.241,0.123,6.53788423073862e-08,"0","AFAP1"
"AGFG2",2.04774713761124e-12,1.78316728829787,0.064,0.016,7.07414726159178e-08,"0","AGFG2"
"HIF3A",2.2802273218769e-12,-1.33107950389924,0.152,0.292,7.87727330615593e-08,"0","HIF3A"
"ICA1",2.37842773012798e-12,0.724718255983325,0.299,0.163,8.21651643650013e-08,"0","ICA1"
"TBC1D15",2.45573990330557e-12,0.619917431743284,0.316,0.173,8.48359906995943e-08,"0","TBC1D15"
"SERINC5",2.46186662991452e-12,0.949854501616711,0.165,0.071,8.50476445970271e-08,"0","SERINC5"
"CYP3A5",2.64244316730745e-12,-6.52872575270866,0.002,0.099,9.12858416578031e-08,"0","CYP3A5"
"ST8SIA6",2.65737526472943e-12,-1.97826152694019,0.075,0.202,9.1801685895343e-08,"0","ST8SIA6"
"BCR",2.73430751337198e-12,0.640882188482999,0.374,0.22,9.44593873569484e-08,"0","BCR"
"PLEKHA5",2.8337468890793e-12,1.12200313880889,0.147,0.061,9.78946200301333e-08,"0","PLEKHA5"
"AC104126.1",2.86826884924265e-12,1.3289324229158,0.096,0.032,9.90872156659367e-08,"0","AC104126.1"
"AC105114.2",2.95363194688687e-12,2.50778759114014,0.047,0.009,1.02036169237154e-07,"0","AC105114.2"
"FKBP10",3.10218742383726e-12,2.00287448173298,0.053,0.012,1.07168166743882e-07,"0","FKBP10"
"ATP1B3",3.24557305913039e-12,0.739920757788651,0.265,0.138,1.12121566900719e-07,"0","ATP1B3"
"CPLX1",3.31893633113564e-12,1.64103388805531,0.071,0.019,1.14655974495412e-07,"0","CPLX1"
"ANKRD44",3.51744460664042e-12,-2.02144138131842,0.077,0.203,1.21513641381e-07,"0","ANKRD44"
"ITSN2",3.7014307334075e-12,-1.09761610926785,0.218,0.357,1.27869626116296e-07,"0","ITSN2"
"DNAJC1",4.0411854598375e-12,-1.30044500730211,0.171,0.308,1.39606792895546e-07,"0","DNAJC1"
"BACH2",4.40828845912519e-12,-1.83128009560941,0.068,0.195,1.52288733108939e-07,"0","BACH2"
"ZNF273",4.50826252587088e-12,1.75468705928806,0.058,0.014,1.55742437218735e-07,"0","ZNF273"
"PIP5K1B",4.79619279969766e-12,-4.48269942882583,0.006,0.105,1.65689276458355e-07,"0","PIP5K1B"
"ZSWIM6",4.90463059008791e-12,-0.823934218815191,0.361,0.476,1.69435368365177e-07,"0","ZSWIM6"
"RGCC",7.20135672873908e-12,-1.74421184151586,0.1,0.228,2.4877806955102e-07,"0","RGCC"
"EMP1",7.50124837956148e-12,-1.67863276098567,0.109,0.239,2.59138126520331e-07,"0","EMP1"
"LMBR1",7.59522122403634e-12,0.596307939368943,0.368,0.215,2.62384512405559e-07,"0","LMBR1"
"PALD1",7.94022051080058e-12,-2.28597259345236,0.051,0.169,2.74302857766117e-07,"0","PALD1"
"MYO1E",8.12117767680494e-12,0.423959744321474,0.545,0.343,2.80554204022903e-07,"0","MYO1E"
"CFAP161",8.36351883628612e-12,-4.73234729547169,0.006,0.103,2.8892612171834e-07,"0","CFAP161"
"NRG2",8.68245536765153e-12,1.59294781033322,0.079,0.024,2.9994410313089e-07,"0","NRG2"
"CDH5",9.1123264880381e-12,-1.41438211636464,0.115,0.251,3.14794430855764e-07,"0","CDH5"
"FAM189A1",9.17998041574783e-12,-3.4193161584492,0.017,0.12,3.17131603442425e-07,"0","FAM189A1"
"PRX",9.4954950677e-12,-6.4470983417241,0.002,0.095,3.28031372608764e-07,"0","PRX"
"QKI",9.56638105328497e-12,-0.683599405848745,0.438,0.537,3.30480199866783e-07,"0","QKI"
"FCHO2",9.92577239280661e-12,0.528004554273812,0.361,0.206,3.42895733081897e-07,"0","FCHO2"
"RPA4",1.06539756498349e-11,3.25984625350327,0.026,0.003,3.68052242799196e-07,"0","RPA4"
"VAT1L",1.0886305380998e-11,3.00408276766558,0.026,0.003,3.76078305691957e-07,"0","VAT1L"
"CERNA1",1.10638026321082e-11,2.81650094982155,0.026,0.003,3.82210125728809e-07,"0","CERNA1"
"NOSTRIN",1.19553823843375e-11,0.486702310239678,0.391,0.227,4.13010639849324e-07,"0","NOSTRIN"
"NUDCD1",1.36189837540472e-11,1.12806725167825,0.156,0.069,4.70481412767313e-07,"0","NUDCD1"
"TCF7L1",1.50378956599845e-11,0.739248289543624,0.244,0.125,5.19499143469825e-07,"0","TCF7L1"
"AL583785.1",1.57130703096513e-11,2.67637239685792,0.03,0.004,5.42823726917213e-07,"0","AL583785.1"
"SNX13",1.62291522798643e-11,0.670425155473082,0.271,0.146,5.6065229466019e-07,"0","SNX13"
